id,age,comment,commodities_string,original_id,latitude,longitude,name,offset_azimuth,offset_distance,rotation,centre_longitude,centre_latitude,local_projection,stratification_label,commodity_string,geometry,commodity_locations
71932818,Archaean,2950 Ma,Ag;Zn;Cu;Pb;Au,333296.0,-20.84373003,117.83058340000001,Whim Creek,133.11053043888887,0.7664935871441918,8.290266454752086,117.83530015413321,-20.849105257564524,"+proj=omerc +lat_0=-20.849105257564524 +lonc=117.83530015413321 +alpha=-8.290266454752086 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Ag;Au;Cu;Fe;Pb;Ti;V;Zn,"POLYGON ((117.9716204481291 -20.94401861124054, 117.7336434345437 -20.97642436382954, 117.6991647037921 -20.75416711109497, 117.936797892791 -20.72180919250128, 117.9716204481291 -20.94401861124054))","[('Ag;Zn;Cu;Pb;Au', 117.83058340000001, -20.84373003), ('Ag;Zn;Cu;Pb;Au', 117.7045, -20.75711), ('Ag;Zn;Cu;Pb;Au', 117.8090838, -20.87713138), ('V;Ti;Fe', 117.7757, -20.76604)]"
68730648,Archaean,2900 Ma,Ni;Cu;PGE;Co,333298.0,-20.91675888,116.88614299999999,Mount Sholl,105.17458411955201,2.8113977572990096,78.17813768695233,116.91119084809046,-20.926734600595662,"+proj=omerc +lat_0=-20.926734600595662 +lonc=116.91119084809046 +alpha=-78.17813768695233 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",PGE,Co;Cu;Ni;PGE,"POLYGON ((117.0534521258872 -20.83978080951982, 117.0043584963362 -21.05963112597132, 116.7688526885017 -21.01358772833008, 116.8182764555048 -20.79380491106738, 117.0534521258872 -20.83978080951982))","[('Ni;Cu;PGE;Co', 116.88614299999999, -20.91675888), ('Ni;Cu;PGE;Co', 116.8655366, -20.86573675), ('Ni;Cu;PGE;Co', 116.8648413, -20.98254243)]"
17265808,Proterozoic,nan,Ag;Au;Cu,333299.0,-18.91656851,144.9854956,Halls Reward,331.1443172648597,5.494407678479179,85.29465516245752,144.9563746877363,-18.87525402501824,"+proj=omerc +lat_0=-18.87525402501824 +lonc=144.9563746877363 +alpha=-85.29465516245752 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Ag;Au;Co;Cu;Ni,"POLYGON ((145.0843425750905 -18.77251306526036, 145.065029936583 -18.9963485374936, 144.8283291563484 -18.97791361374354, 144.8479555810665 -18.75410274617983, 145.0843425750905 -18.77251306526036))","[('Ag;Au;Cu', 144.9854956, -18.91656851), ('Ni;Co', 144.93379860000002, -18.96116662)]"
86084902,Devonian,nan,Ag;Au;Cu,333300.0,-16.601604199999997,144.2461003,O.K.,26.985070062815634,1.871993990597984,11.310011656812268,144.25273339005153,-16.586018107504838,"+proj=omerc +lat_0=-16.586018107504838 +lonc=144.25273339005153 +alpha=-11.310011656812268 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Ag;Au;Cu,"POLYGON ((144.3906713047904 -16.67409222810444, 144.1607650815816 -16.71816159499902, 144.1149351520958 -16.49791750340074, 144.3445888475254 -16.45389855777019, 144.3906713047904 -16.67409222810444))","[('Ag;Au;Cu', 144.2461003, -16.601604199999997), ('Au', 144.35276340000001, -16.51300412)]"
73545996,Ordovician,450 Ma,Ag;Zn;Cu;Pb;Au,333301.0,-20.4095,146.0678,Liontown,227.8893889921412,2.1234679337353253,88.39679563089082,146.05400576205125,-20.423746126461225,"+proj=omerc +lat_0=-20.423746126461225 +lonc=146.05400576205125 +alpha=-88.39679563089082 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Ag;Au;Cu;Pb;Zn,"POLYGON ((146.1770902647337 -20.31459951608213, 146.170560281923 -20.53909623401502, 145.9308340550621 -20.53280849889296, 145.9377132670259 -20.30832094751194, 146.1770902647337 -20.31459951608213))","[('Ag;Zn;Cu;Pb;Au', 146.0678, -20.4095), ('Ag;Zn;Cu;Pb;Au', 146.112, -20.3798), ('Au;Cu', 146.1710821, -20.36543294)]"
62369991,unknown,nan,Cu,333302.0,-31.08606055,138.6757792,Blinman,58.71749513382299,2.0947885502422725,0.32095146854544954,138.6942851306628,-31.075550874920072,"+proj=omerc +lat_0=-31.075550874920072 +lonc=138.6942851306628 +alpha=-0.32095146854544954 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Cu;Mn;Pb;Zn,"POLYGON ((138.8262785102202 -31.18720942216233, 138.5637614237322 -31.18846892595029, 138.5626022989286 -30.96389083976915, 138.8245000245598 -30.96263430763703, 138.8262785102202 -31.18720942216233))","[('Cu', 138.6757792, -31.08606055), ('Zn;Pb', 138.66664619999997, -31.08039262), ('Mn', 138.799352, -31.072946999999996), ('Mn', 138.795916, -31.07154681)]"
83854088,Palaeozoic,nan,Au,333303.0,-23.04091238,150.2585344,Canoona,340.9705141457972,3.1546115562845767,25.42719858667222,150.24469626403453,-23.015154501094678,"+proj=omerc +lat_0=-23.015154501094678 +lonc=150.24469626403453 +alpha=-25.42719858667222 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au;Co;Fe;Ni,"POLYGON ((150.4073483764305 -23.06831308377707, 150.1868535373471 -23.1648123231008, 150.0822159986536 -22.96191436300259, 150.3024543620383 -22.86556012376938, 150.4073483764305 -23.06831308377707))","[('Au', 150.2585344, -23.04091238), ('Ni;Fe;Co', 150.2999827, -23.03016215), ('Ni;Co', 150.26593459999998, -23.07971217)]"
18665368,Palaeoproterozoic,nan,Au,333304.0,-13.2113,131.3731,Goodall,154.2971194023662,1.9408254454640377,56.48263728104343,131.38040900358018,-13.227007886181605,"+proj=omerc +lat_0=-13.227007886181605 +lonc=131.38040900358018 +alpha=-56.48263728104343 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au,"POLYGON ((131.5402752783962 -13.19535961824911, 131.4129264310335 -13.38264392442181, 131.2205455649208 -13.25858536406049, 131.3479773416686 -13.07139631092828, 131.5402752783962 -13.19535961824911))","[('Au', 131.3731, -13.2113)]"
07089798,Proterozoic,nan,Cu,333312.0,-20.47303325,140.0680181,Copper Blonde,320.15180870818006,4.204726851391685,75.68476870059584,140.040580435414,-20.444920066100376,"+proj=omerc +lat_0=-20.444920066100376 +lonc=140.040580435414 +alpha=-75.68476870059584 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Au;Cu,"POLYGON ((140.1862950830881 -20.36383057215308, 140.1271870099099 -20.58147676200353, 139.8947969255758 -20.52590849530092, 139.9542123973623 -20.30834092495401, 140.1862950830881 -20.36383057215308))","[('Cu', 140.0680181, -20.47303325), ('Au;Cu', 139.9561909, -20.41156214), ('Au;Cu', 140.0151889, -20.37256184), ('Au;Cu', 140.0661886, -20.40756141), ('Au;Cu', 139.9381908, -20.36856236)]"
27755942,Proterozoic,nan,Cu,333313.0,-20.90055967,140.014198,Even Steven,353.36237183735125,4.455133733295532,63.455087314316934,140.00717558487358,-20.860598191071695,"+proj=omerc +lat_0=-20.860598191071695 +lonc=140.00717558487358 +alpha=-63.455087314316934 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Au;Cu;REE;Th;U,"POLYGON ((140.1683641048312 -20.81027091679205, 140.0610669262624 -21.01124385397631, 139.8459595545542 -20.91081202569715, 139.9534723263701 -20.70997319831095, 140.1683641048312 -20.81027091679205))","[('Cu', 140.014198, -20.90055967), ('Cu', 140.0061969, -20.87855977), ('Cu', 139.9751985, -20.90555992), ('Cu', 139.9431989, -20.91356013), ('Cu', 139.9620228, -20.92703297), ('Cu', 139.9221981, -20.77856156), ('Au;Cu', 139.9711986, -20.91455993), ('Cu', 140.00719619999998, -20.79455994), ('Cu', 140.0261963, -20.82955974), ('Au;Cu', 139.97319850000002, -20.90155995), ('Cu', 139.9861981, -20.87655991), ('Au;Cu', 140.002198, -20.88955977), ('Au;Cu', 140.0445, -20.7759), ('Cu', 140.0401982, -20.96555835), ('U;REE;Th', 140.01302080000002, -20.74603301), ('Cu', 140.0551948, -20.80555959), ('Cu', 139.9731969, -20.8285601), ('Cu', 139.9171987, -20.84756044), ('Cu', 139.95420009999998, -20.95155997), ('Cu', 139.9321987, -20.8685603), ('Cu', 140.0261965, -20.85755968), ('Au;Cu', 139.9741964, -20.76056024), ('Cu', 139.9731969, -20.830560100000003), ('Au;Cu', 139.9431429, -20.90944914), ('Cu', 139.97819619999999, -20.74456025), ('U;REE;Au;Cu', 140.0166667, -20.8)]"
48921236,Proterozoic,nan,Au;Cu,333315.0,-20.17456404,139.9061887,Western,121.38948422549998,0.47860195689917173,8.436323420377459,139.91022567672587,-20.176650560891495,"+proj=omerc +lat_0=-20.176650560891495 +lonc=139.91022567672587 +alpha=-8.436323420377459 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Au;Cu,"POLYGON ((140.046202782917 -20.27123930048299, 139.8093634663317 -20.30421101338284, 139.7744261033534 -20.08203747468202, 140.0109356336676 -20.04911270499549, 140.046202782917 -20.27123930048299))","[('Au;Cu', 139.9061887, -20.17456404), ('Cu', 139.8361909, -20.219565399999997), ('Au;Cu', 140.0001865, -20.16156344), ('Cu', 139.9271886, -20.18756387), ('Au;Cu', 140.0021865, -20.16756342), ('Cu', 139.8934905, -20.25346393)]"
80221445,Late Carboniferous,nan,Au,333318.0,-20.09694172,146.8829782,Nolans,164.04675547101724,0.9267000871131279,28.22971689044371,146.88628939483263,-20.104751344571287,"+proj=omerc +lat_0=-20.104751344571287 +lonc=146.88628939483263 +alpha=-28.22971689044371 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Ag;Au;Cu;Zn,"POLYGON ((147.0482715132985 -20.15053295820996, 146.8374689414906 -20.25682838527429, 146.7244426454671 -20.0588930077468, 146.9350556297941 -19.95273186470656, 147.0482715132985 -20.15053295820996))","[('Au', 146.8829782, -20.09694172), ('Ag;Au', 146.7848746, -20.09535832), ('Ag;Au;Cu;Zn', 146.88795109999998, -20.08454574), ('Au', 146.8979, -20.1046), ('Au', 146.832, -20.0404), ('Ag;Au', 146.8799783, -20.09694173)]"
24804288,Archean,nan,Au,333319.0,-26.615,120.2467,Bulletin,49.292031366428596,1.762835865097982,45.569940303878305,120.26147798373026,-26.605890456542145,"+proj=omerc +lat_0=-26.605890456542145 +lonc=120.26147798373026 +alpha=-45.569940303878305 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au;Co;Ni;U,"POLYGON ((120.4391203723335 -26.60423918632068, 120.2632912968267 -26.76472342659679, 120.0839187294305 -26.60739845281003, 120.2597576161596 -26.44713463074582, 120.4391203723335 -26.60423918632068))","[('Au', 120.2467, -26.615), ('Ni;Co', 120.1965, -26.600040000000003), ('Au', 120.2521, -26.6318), ('Au', 120.2381, -26.6112), ('Au', 120.2471, -26.7017), ('U', 120.359, -26.58), ('Au', 120.2011, -26.5195), ('Au', 120.2436, -26.6199), ('Au', 120.2467, -26.6114), ('Au', 120.2421, -26.6235), ('Au', 120.2431, -26.6217), ('Au', 120.2397, -26.6337), ('Au', 120.2381, -26.6309), ('Au', 120.2394, -26.6201), ('Au', 120.2422, -26.6229), ('Au', 120.2361, -26.6078), ('Au', 120.2408, -26.6262), ('Au', 120.2413, -26.6139), ('Au', 120.2432, -26.6406), ('Au', 120.2419, -26.6142), ('Au', 120.24600000000001, -26.6018)]"
89915428,Archaean,Resources are agglomerated by Barrick Gold corporation with those of the Granny Smith Project - See Granny Smith for the project figures.,Au,333320.0,-28.8518,122.3055,Wallaby,22.855589656972096,2.5224807111589116,87.13690367333095,122.31785450727948,-28.831499490381315,"+proj=omerc +lat_0=-28.831499490381315 +lonc=122.31785450727948 +alpha=-87.13690367333095 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au,"POLYGON ((122.4522076938134 -28.7248948895178, 122.4396780838006 -28.94920659836754, 122.1833642451354 -28.93797691333825, 122.1964442297893 -28.71368937718555, 122.4522076938134 -28.7248948895178))","[('Au', 122.3055, -28.8518), ('Au', 122.42299999999999, -28.811999999999998), ('Au', 122.3967, -28.7274), ('Au', 122.30737479999999, -28.84446599), ('Au', 122.2191, -28.807221000000002)]"
18218027,,B4upd<10km(.8):-37 Km West South West Of Railway At Mundubbera;,V;Ti;Fe,333321.0,-25.78808259,150.8528369,Hawkwood,132.52172983949643,1.9542794285259188,84.80331838748202,150.86902508982016,-25.79828118493215,"+proj=omerc +lat_0=-25.79828118493215 +lonc=150.86902508982016 +alpha=-84.80331838748202 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Fe,Fe;Ti;V,"POLYGON ((151.0044726732817 -25.6965654017386, 150.982112132495 -25.92024149171887, 150.7334627443383 -25.89988103444445, 150.7562881475081 -25.67624332579878, 151.0044726732817 -25.6965654017386))","[('V;Ti;Fe', 150.8528369, -25.78808259)]"
52710436,,nan,Fe,333322.0,-20.58846427,120.33635859999998,Kennedy Gap,307.7846233235001,1.3695179000555247,81.31219103308369,120.32685534798333,-20.57981732422192,"+proj=omerc +lat_0=-20.57981732422192 +lonc=120.32685534798333 +alpha=-81.31219103308369 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Fe,Fe,"POLYGON ((120.4635009280141 -20.48572976082187, 120.4274341688301 -20.70775767742889, 120.1901285478468 -20.67381006239998, 120.2265322491536 -20.45183149779618, 120.4635009280141 -20.48572976082187))","[('Fe', 120.33635859999998, -20.58846427), ('Fe', 120.30195990000001, -20.60766463), ('Fe', 120.24075859999999, -20.5398648), ('Fe', 120.2333, -20.5833)]"
17190898,Archean,nan,Au,333323.0,-30.495,120.6619,Iguana (South Ida Shear),156.85693721029284,2.5484061224681636,55.04000609858229,120.66977294766163,-30.51720918165007,"+proj=omerc +lat_0=-30.51720918165007 +lonc=120.66977294766163 +alpha=-55.04000609858229 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au,"POLYGON ((120.851297276561 -30.48943570918429, 120.7020232858255 -30.67361277388054, 120.4882686295223 -30.54480542976657, 120.6377494163049 -30.36087203428725, 120.851297276561 -30.48943570918429))","[('Au', 120.6619, -30.495), ('Au', 120.6933, -30.5543)]"
82184947,,B4upd<500m(19):-Deposit Located 130 Km Southeast Of Nullagine;,Mn,333324.0,-22.77389419,120.8942814,Nicholas Downs,297.37013472208844,0.5223963683438348,48.11480591635079,120.88999139703287,-22.77127636590931,"+proj=omerc +lat_0=-22.77127636590931 +lonc=120.88999139703287 +alpha=-48.11480591635079 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",other,Mn,"POLYGON ((121.0619893539213 -22.7625862972823, 120.8993979019998 -22.92987456966023, 120.7180462852796 -22.7798438982413, 120.880681224795 -22.61273929269814, 121.0619893539213 -22.7625862972823))","[('Mn', 120.8942814, -22.77389419)]"
90578681,,B4upd<500m(14):-Minloc,Cu,333325.0,-17.18132953,137.7847882,Bluff,359.82708610887056,1.328455208403514,2.1513221765624313,137.78437549618366,-17.169360142303933,"+proj=omerc +lat_0=-17.169360142303933 +lonc=137.78437549618366 +alpha=-2.1513221765624313 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Cu,Cu,"POLYGON ((137.9063045859592 -17.27735323983751, 137.6712727622557 -17.28578883024704, 137.6625910079335 -17.06136189560898, 137.897338971455 -17.05293650767588, 137.9063045859592 -17.27735323983751))","[('Cu', 137.7847882, -17.18132953), ('Cu', 137.7519885, -17.17272975), ('Cu', 137.74350280000002, -17.19323056)]"
77994459,,"At Mount Madden, 120 Km Nw Of Mareeba.",Au,333326.0,-16.99548675,145.4344058,Mount Madden,183.02528429989667,4.314738606927898,10.592993140098896,145.43594875268514,-17.034337838427287,"+proj=omerc +lat_0=-17.034337838427287 +lonc=145.43594875268514 +alpha=-10.592993140098896 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au,"POLYGON ((145.5730516403266 -17.12405904007291, 145.3420379143942 -17.16536829150817, 145.2989903366076 -16.94459112006398, 145.5297410467105 -16.90333060393303, 145.5730516403266 -17.12405904007291))","[('Au', 145.4344058, -16.99548675)]"
26196282,,nan,Au,333327.0,-29.436065600000003,122.46472109999999,Kangaroo Bore,101.2091186447609,2.685633111937826,59.333150398526236,122.49157394359911,-29.4430112056569,"+proj=omerc +lat_0=-29.4430112056569 +lonc=122.49157394359911 +alpha=-59.333150398526236 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au,"POLYGON ((122.6682448425994 -29.40361332237386, 122.5368476495421 -29.59689438176376, 122.3148888853806 -29.4822392320463, 122.4465597897723 -29.28917616153379, 122.6682448425994 -29.40361332237386))","[('Au', 122.46472109999999, -29.436065600000003), ('Au', 122.435303, -29.377274), ('Au', 122.5479, -29.5459), ('Au', 122.4922, -29.5399), ('Au', 122.5504, -29.5507), ('Au', 122.3934, -29.4565)]"
73572713,,B4upd<500m(5):-Deposit Located Northeast Of Ora Banda;,Ni,333328.0,-31.18225534,121.457035,East Scotia,126.22044958851046,1.1159347322039586,7.290004632019494,121.46582965448744,-31.189048153825002,"+proj=omerc +lat_0=-31.189048153825002 +lonc=121.46582965448744 +alpha=-7.290004632019494 +k=1 +x_0=0 +y_0=0 +gamma=0 +ellps=WGS84 +towgs84=0,0,0,0,0,0,0 +units=m +no_defs",Au,Au;Ni,"POLYGON ((121.6128479625006 -31.2861645303132, 121.3521432195319 -31.314695459135, 121.3191325386625 -31.09189716437271, 121.5792344183608 -31.06343330777399, 121.6128479625006 -31.2861645303132))","[('Ni', 121.457035, -31.18225534), ('Au', 121.5472447, -31.19584044), ('Au', 121.432, -31.0809), ('Au', 121.43700000000001, -31.27)]"
